Computation Time (s),Average Daily Temperature Variation (°C),Average Daily Energy Consumption (kWh),Average Daily Reward
4.6113080978393555,3.5000924136903553,534469.3756103516,[-8.513488]
4.94597315788269,3.1099968552589417,502886.5623474121,[-7.4899983]
4.5420942306518555,3.0548585653305054,501582.3516845703,[-7.411085]
4.425156116485596,2.950800471835666,491585.3042602539,[-7.1889043]
4.448271989822388,3.0573916369014316,481799.55673217773,[-7.4691753]
4.538892030715942,3.2608013351758323,466750.84018707275,[-7.765719]
4.3958258628845215,2.877725448873308,440104.48360443115,[-6.868007]
4.38556694984436,2.7084273563490973,444409.5153808594,[-6.581991]
4.264723300933838,2.452274719874064,419341.6919708252,[-5.9667587]
4.551113843917847,2.4344222479396396,406146.62170410156,[-5.9680495]
4.459249019622803,2.493250913090176,382884.43756103516,[-5.943645]
4.325304985046387,2.2232898473739624,388541.77474975586,[-5.386473]
4.267136096954346,1.932613001929389,381929.8286437988,[-4.8112473]
4.261152029037476,2.1012312968571982,365626.69563293457,[-5.127538]
4.337501764297485,1.8891213337580364,367177.2394180298,[-4.792641]
4.1945648193359375,1.912371767891778,353886.5919113159,[-4.7645273]
4.174102067947388,2.009873946507772,349361.16790771484,[-4.9124126]
4.222742080688477,2.078823036617703,343278.54442596436,[-4.9620924]
4.256166934967041,2.158687326643202,337647.0136642456,[-5.1473575]
4.327373266220093,1.8736662864685059,340132.4157714844,[-4.606949]
4.339132308959961,2.0483514997694225,321548.38848114014,[-4.897877]
4.345448970794678,2.1219975815878973,315836.81869506836,[-5.0003376]
4.583788871765137,1.9971956941816542,325130.5236816406,[-4.759807]
4.356771230697632,1.8230410284466214,334781.95667266846,[-4.4492884]
4.315205097198486,1.9173166354497273,311598.6099243164,[-4.558458]
4.417181968688965,2.0876449743906655,313863.4147644043,[-4.903627]
4.373539924621582,2.160693089167277,308913.9881134033,[-5.057184]
4.597480773925781,2.0065053833855524,307354.80785369873,[-4.7673407]
4.467441082000732,2.109889851676093,304125.68950653076,[-4.945084]
4.397722244262695,2.1512662370999656,297203.8106918335,[-5.048333]
4.410969257354736,2.1942680875460305,302805.6650161743,[-5.1326942]
4.335545063018799,2.6555404398176403,281807.04498291016,[-6.045267]
4.2946507930755615,2.6045338577694364,281784.0995788574,[-5.901708]
4.301058769226074,3.304933581087324,266668.3940887451,[-7.202764]
4.446738958358765,2.79748453034295,280251.1873245239,[-6.28294]
4.352177143096924,2.5272265805138483,279044.84272003174,[-5.6970897]
4.3152501583099365,5.371862080362108,241608.5376739502,[-11.188676]
4.388442277908325,4.851970043447283,243732.7013015747,[-10.138945]
4.317254066467285,4.109559853871663,245680.59492111206,[-8.76994]
4.498668193817139,4.23950293329027,247771.37088775635,[-9.032389]
4.2243828773498535,4.4917250408066645,245000.78296661377,[-9.511849]
4.383594989776611,4.074559635586208,257859.7764968872,[-8.815617]
4.543443918228149,3.4724142021603055,263076.60007476807,[-7.6993613]
4.300404071807861,2.156910558541616,297314.20612335205,[-5.3264503]
4.343247890472412,4.026651832792494,282155.2486419678,[-8.815318]
4.1690521240234375,4.36131446229087,273699.3341445923,[-9.387473]
4.21500301361084,4.0895016060935125,276335.5894088745,[-8.85695]
4.171247959136963,3.649063183201684,270792.61684417725,[-8.013691]
4.370455980300903,3.91309294435713,276365.7674789429,[-8.540642]
4.423676252365112,3.336326367325253,277158.447265625,[-7.4640145]
4.25676417350769,3.852544559372796,278533.60176086426,[-8.514598]
4.273191928863525,4.178521613279979,276155.0626754761,[-9.083354]
4.23353910446167,3.4401337769296436,270878.0736923218,[-7.7531743]
4.220551252365112,4.152218778928121,272257.5235366821,[-9.119107]
4.174702882766724,4.383307841089037,278248.0230331421,[-9.538779]
4.1788129806518555,4.013065285152859,269375.16593933105,[-8.823794]
4.206885099411011,5.070436398188273,253486.37437820435,[-10.699089]
4.2393012046813965,4.751727786329058,264336.23027801514,[-10.107647]
4.222409009933472,4.062444971667396,277103.8694381714,[-8.88236]
4.286667108535767,4.426858266194661,276026.4005661011,[-9.580164]
4.254711151123047,5.568184362517463,250295.75634002686,[-11.755017]
4.274115800857544,4.381054149733649,516301.8398284912,[-10.652341]
4.266726970672607,2.7184397313329907,351125.5826950073,[-6.4667296]
4.27887487411499,2.8729793892966375,318250.88596343994,[-6.6709404]
