Version, 1.3 ,Room Amount, 6 ,Occupant Amount, 16
Start Time, 1-1 ,End Time, 12-32,Number of Steps per Hour, 6
Room Number,0,1,2,3,4,5,6,-1, 
Room ID,S0_Outdoor,S1_PERIMETER_ZN_1,S2_CORE_ZN,S3_ATTIC,S4_PERIMETER_ZN_2,S5_PERIMETER_ZN_3,S6_PERIMETER_ZN_4,Outside building, 
Occupant Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Occupant ID,S1_PERIMETER_ZN_1_O1,S1_PERIMETER_ZN_1_O2,S1_PERIMETER_ZN_1_O3,S1_PERIMETER_ZN_1_O4,S1_PERIMETER_ZN_1_O5,S4_PERIMETER_ZN_2_O1,S4_PERIMETER_ZN_2_O2,S4_PERIMETER_ZN_2_O3,S5_PERIMETER_ZN_3_O1,S5_PERIMETER_ZN_3_O2,S5_PERIMETER_ZN_3_O3,S5_PERIMETER_ZN_3_O4,S5_PERIMETER_ZN_3_O5,S6_PERIMETER_ZN_4_O1,S6_PERIMETER_ZN_4_O2,S6_PERIMETER_ZN_4_O3,
Step,Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
24892, 6/22 20:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24893, 6/22 20:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24894, 6/22 21:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24895, 6/22 21:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24896, 6/22 21:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24897, 6/22 21:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24898, 6/22 21:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24899, 6/22 21:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24900, 6/22 22:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24901, 6/22 22:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24902, 6/22 22:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24903, 6/22 22:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24904, 6/22 22:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24905, 6/22 22:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24906, 6/22 23:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24907, 6/22 23:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24908, 6/22 23:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24909, 6/22 23:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24910, 6/22 23:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24911, 6/22 23:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24912, 6/23 0:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24913, 6/23 0:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24914, 6/23 0:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24915, 6/23 0:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24916, 6/23 0:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24917, 6/23 0:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24918, 6/23 1:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24919, 6/23 1:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24920, 6/23 1:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24921, 6/23 1:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24922, 6/23 1:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24923, 6/23 1:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24924, 6/23 2:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24925, 6/23 2:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24926, 6/23 2:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24927, 6/23 2:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24928, 6/23 2:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24929, 6/23 2:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24930, 6/23 3:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24931, 6/23 3:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24932, 6/23 3:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24933, 6/23 3:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24934, 6/23 3:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24935, 6/23 3:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24936, 6/23 4:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24937, 6/23 4:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24938, 6/23 4:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24939, 6/23 4:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24940, 6/23 4:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24941, 6/23 4:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24942, 6/23 5:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24943, 6/23 5:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24944, 6/23 5:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24945, 6/23 5:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24946, 6/23 5:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24947, 6/23 5:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24948, 6/23 6:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24949, 6/23 6:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24950, 6/23 6:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24951, 6/23 6:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24952, 6/23 6:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24953, 6/23 6:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24954, 6/23 7:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24955, 6/23 7:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24956, 6/23 7:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24957, 6/23 7:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24958, 6/23 7:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24959, 6/23 7:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
24960, 6/23 8:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,-1,-1,
24961, 6/23 8:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,-1,-1,
24962, 6/23 8:20:00, -1,1,-1,-1,-1,4,-1,-1,5,-1,5,-1,5,-1,-1,-1,
24963, 6/23 8:30:00, 1,1,1,1,-1,4,-1,4,5,-1,5,-1,5,-1,-1,6,
24964, 6/23 8:40:00, 1,1,1,1,1,4,4,4,5,-1,5,-1,5,-1,6,3,
24965, 6/23 8:50:00, 1,1,1,1,1,4,4,6,5,5,5,-1,5,6,6,6,
24966, 6/23 9:0:00, 2,2,2,1,2,5,2,3,2,2,2,5,5,2,6,6,
24967, 6/23 9:10:00, 2,2,2,1,2,0,2,4,2,2,2,3,5,2,1,0,
24968, 6/23 9:20:00, 2,2,2,1,2,4,2,4,2,2,2,5,5,2,6,0,
24969, 6/23 9:30:00, 2,2,2,1,2,4,2,4,2,2,2,5,5,2,6,6,
24970, 6/23 9:40:00, 2,2,2,1,2,4,2,4,2,2,2,3,5,2,6,6,
24971, 6/23 9:50:00, 2,2,2,1,2,4,2,4,2,2,2,5,5,2,6,1,
24972, 6/23 10:0:00, 1,1,1,3,1,4,4,4,5,5,5,5,5,6,4,4,
24973, 6/23 10:10:00, 1,1,1,0,1,4,4,4,5,5,5,5,5,6,5,1,
24974, 6/23 10:20:00, 1,1,0,1,1,4,4,4,5,6,5,5,5,6,4,1,
24975, 6/23 10:30:00, 5,1,1,1,0,4,4,4,5,3,5,5,5,6,6,6,
24976, 6/23 10:40:00, 4,1,1,1,0,4,0,4,0,5,0,5,5,6,6,6,
24977, 6/23 10:50:00, 4,-1,1,1,1,4,4,4,5,5,0,5,5,6,6,6,
24978, 6/23 11:0:00, 6,-1,1,2,1,2,-1,6,6,5,2,2,2,6,2,2,
24979, 6/23 11:10:00, 1,-1,1,2,1,2,-1,1,3,5,2,2,2,6,2,2,
24980, 6/23 11:20:00, 1,-1,1,2,1,2,-1,1,5,5,2,2,2,6,2,2,
24981, 6/23 11:30:00, 1,-1,-1,2,1,2,-1,0,5,-1,2,2,2,6,2,2,
24982, 6/23 11:40:00, 1,1,-1,2,1,2,-1,0,-1,-1,2,2,2,6,2,2,
24983, 6/23 11:50:00, 1,1,-1,2,1,2,4,4,-1,-1,2,2,2,3,2,2,
24984, 6/23 12:0:00, 1,1,-1,1,-1,-1,4,4,-1,-1,5,-1,-1,6,6,6,
24985, 6/23 12:10:00, -1,3,-1,1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,0,6,
24986, 6/23 12:20:00, -1,1,-1,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,6,6,
24987, 6/23 12:30:00, -1,3,1,-1,-1,-1,4,-1,5,5,5,-1,-1,-1,3,6,
24988, 6/23 12:40:00, -1,1,1,-1,1,4,4,-1,5,5,-1,5,5,-1,-1,-1,
24989, 6/23 12:50:00, 1,1,1,1,1,4,5,-1,5,5,-1,5,5,6,-1,-1,
24990, 6/23 13:0:00, 1,2,1,4,1,4,2,4,5,2,-1,2,5,2,-1,-1,
24991, 6/23 13:10:00, 1,2,1,0,1,4,2,5,5,2,-1,2,5,2,-1,-1,
24992, 6/23 13:20:00, 3,2,1,1,1,4,2,3,5,2,-1,2,5,2,6,6,
24993, 6/23 13:30:00, 1,2,1,1,1,4,2,0,5,2,5,2,5,2,6,6,
24994, 6/23 13:40:00, 1,2,1,1,1,4,2,0,5,2,5,2,5,2,6,6,
24995, 6/23 13:50:00, 1,2,1,1,1,4,2,0,5,2,0,2,5,2,6,6,
24996, 6/23 14:0:00, 1,1,1,1,2,2,4,2,2,2,2,2,2,6,2,6,
24997, 6/23 14:10:00, 1,1,1,1,2,2,4,2,2,2,2,2,2,6,2,6,
24998, 6/23 14:20:00, 1,1,1,1,2,2,4,2,2,2,2,2,2,1,2,6,
24999, 6/23 14:30:00, 6,1,1,5,2,2,4,2,2,2,2,2,2,6,2,6,
25000, 6/23 14:40:00, 5,3,1,0,2,2,4,2,2,2,2,2,2,6,2,6,
25001, 6/23 14:50:00, 4,1,1,0,2,2,3,2,2,2,2,2,2,6,2,6,
25002, 6/23 15:0:00, 1,3,1,1,1,4,4,4,5,5,5,5,5,6,6,6,
25003, 6/23 15:10:00, 1,1,1,1,5,4,4,4,5,5,5,5,5,6,6,6,
25004, 6/23 15:20:00, 1,1,1,1,5,0,4,4,5,5,1,5,5,6,4,6,
25005, 6/23 15:30:00, 3,2,1,0,2,4,3,2,2,2,2,2,5,6,4,6,
25006, 6/23 15:40:00, 1,2,1,0,2,4,0,2,2,2,2,2,5,6,1,6,
25007, 6/23 15:50:00, 1,2,1,0,2,4,4,2,2,2,2,2,5,3,1,6,
25008, 6/23 16:0:00, 1,2,0,0,2,4,1,2,2,2,2,2,5,6,4,6,
25009, 6/23 16:10:00, 1,2,1,1,2,4,4,2,2,2,2,2,4,3,5,6,
25010, 6/23 16:20:00, 1,2,1,1,2,4,4,2,2,2,2,2,5,6,5,6,
25011, 6/23 16:30:00, 2,2,1,1,2,2,2,2,5,2,5,5,2,2,2,6,
25012, 6/23 16:40:00, 2,2,0,5,2,2,2,2,5,2,0,5,2,2,2,6,
25013, 6/23 16:50:00, 2,2,0,3,2,2,2,2,5,2,0,5,2,2,2,6,
25014, 6/23 17:0:00, 1,1,1,5,1,4,4,4,5,5,5,5,5,6,6,6,
25015, 6/23 17:10:00, 4,1,1,5,0,4,3,4,5,0,5,5,5,6,6,6,
25016, 6/23 17:20:00, 4,-1,1,6,1,4,4,4,-1,-1,-1,-1,5,-1,0,6,
25017, 6/23 17:30:00, 1,-1,-1,-1,0,4,-1,-1,-1,-1,-1,-1,5,-1,6,-1,
25018, 6/23 17:40:00, -1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,
25019, 6/23 17:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,
25020, 6/23 18:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,
25021, 6/23 18:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25022, 6/23 18:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25023, 6/23 18:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25024, 6/23 18:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25025, 6/23 18:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25026, 6/23 19:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25027, 6/23 19:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25028, 6/23 19:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25029, 6/23 19:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25030, 6/23 19:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25031, 6/23 19:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25032, 6/23 20:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25033, 6/23 20:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25034, 6/23 20:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25035, 6/23 20:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25036, 6/23 20:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25037, 6/23 20:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25038, 6/23 21:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25039, 6/23 21:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25040, 6/23 21:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25041, 6/23 21:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25042, 6/23 21:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25043, 6/23 21:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25044, 6/23 22:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25045, 6/23 22:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25046, 6/23 22:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25047, 6/23 22:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25048, 6/23 22:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25049, 6/23 22:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25050, 6/23 23:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25051, 6/23 23:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25052, 6/23 23:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25053, 6/23 23:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25054, 6/23 23:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25055, 6/23 23:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25056, 6/24 0:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25057, 6/24 0:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25058, 6/24 0:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25059, 6/24 0:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25060, 6/24 0:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25061, 6/24 0:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25062, 6/24 1:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25063, 6/24 1:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25064, 6/24 1:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25065, 6/24 1:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25066, 6/24 1:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25067, 6/24 1:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25068, 6/24 2:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25069, 6/24 2:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25070, 6/24 2:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25071, 6/24 2:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25072, 6/24 2:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25073, 6/24 2:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25074, 6/24 3:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25075, 6/24 3:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25076, 6/24 3:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25077, 6/24 3:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25078, 6/24 3:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25079, 6/24 3:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25080, 6/24 4:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25081, 6/24 4:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25082, 6/24 4:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25083, 6/24 4:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25084, 6/24 4:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25085, 6/24 4:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25086, 6/24 5:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25087, 6/24 5:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25088, 6/24 5:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25089, 6/24 5:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25090, 6/24 5:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25091, 6/24 5:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25092, 6/24 6:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25093, 6/24 6:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25094, 6/24 6:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25095, 6/24 6:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25096, 6/24 6:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25097, 6/24 6:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25098, 6/24 7:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25099, 6/24 7:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25100, 6/24 7:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25101, 6/24 7:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25102, 6/24 7:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25103, 6/24 7:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25104, 6/24 8:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25105, 6/24 8:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
25106, 6/24 8:20:00, -1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,
25107, 6/24 8:30:00, -1,2,-1,2,2,2,-1,-1,-1,-1,2,-1,-1,1,2,-1,
25108, 6/24 8:40:00, -1,2,1,2,2,2,4,4,-1,5,2,-1,-1,4,2,6,
25109, 6/24 8:50:00, 1,2,0,2,2,2,4,0,5,5,2,-1,-1,5,2,6,
25110, 6/24 9:0:00, 3,2,1,2,2,2,4,0,5,5,2,-1,-1,6,2,6,
25111, 6/24 9:10:00, 0,2,1,2,2,2,4,4,0,5,2,-1,-1,6,2,6,
25112, 6/24 9:20:00, 0,2,1,2,2,2,4,4,1,5,2,-1,5,6,2,0,
25113, 6/24 9:30:00, 1,1,1,1,1,4,4,4,3,5,5,-1,5,3,6,6,
25114, 6/24 9:40:00, 1,1,1,6,5,4,4,4,5,5,5,-1,5,6,6,0,
25115, 6/24 9:50:00, 1,1,1,3,5,4,4,4,5,5,5,-1,5,6,6,0,
25116, 6/24 10:0:00, 1,1,1,1,5,4,4,4,5,5,5,-1,5,6,6,6,
25117, 6/24 10:10:00, 1,1,0,1,5,4,4,4,5,0,5,5,5,6,6,6,
25118, 6/24 10:20:00, 1,1,0,1,4,4,4,4,5,5,5,5,5,6,6,6,
