Computation Time (s),Average Daily Temperature Variation (°C),Average Daily Energy Consumption (kWh),Average Daily Reward
4.323494911193848,0.9456948571734958,297385.11753082275,[-2.1225417]
4.178233861923218,1.04635751247406,294008.18157196045,[-2.2846265]
4.209930896759033,0.8350069787767198,298646.84867858887,[-1.8864073]
4.101902008056641,0.7921720875634087,301205.1362991333,[-1.8454729]
4.148823976516724,0.740042077170478,306083.82415771484,[-1.7186548]
4.363424062728882,0.7065521346198188,305171.9217300415,[-1.6439203]
4.121950149536133,0.6758807897567749,304929.08477783203,[-1.6108543]
3.9257800579071045,0.6199052996105618,307603.2361984253,[-1.4910802]
3.9010050296783447,0.8464943567911783,302191.32137298584,[-1.9155966]
3.9211478233337402,0.624275975757175,309508.40187072754,[-1.4811364]
3.9222240447998047,0.7473173273934258,306151.3204574585,[-1.7240525]
4.0468809604644775,0.555075102382236,308739.1719818115,[-1.3660654]
4.1917970180511475,0.781460682551066,307534.49535369873,[-1.7678605]
4.322931289672852,0.7332595851686265,311108.91246795654,[-1.6923896]
4.0553038120269775,1.0112539662255182,304874.7606277466,[-2.2178462]
4.184735059738159,0.8463569747077094,312769.11067962646,[-1.9197356]
4.098188161849976,0.6608338091108534,318656.9633483887,[-1.5549005]
4.006574869155884,0.6549032794104682,314367.6414489746,[-1.555106]
4.140390872955322,0.701922681596544,318596.79985046387,[-1.6359819]
4.0577709674835205,0.6179098155763414,321506.7548751831,[-1.4758658]
4.075089931488037,0.9368890523910522,317900.6748199463,[-2.0864284]
4.062318801879883,1.0921912325753107,318939.33391571045,[-2.3852866]
4.039405107498169,0.8434800174501207,326609.1899871826,[-1.9130028]
4.077339172363281,0.9071550634172227,327026.59130096436,[-2.0356262]
4.1001200675964355,0.7307441234588623,326916.89586639404,[-1.69967]
4.1957619190216064,0.796840230623881,323041.9635772705,[-1.8227402]
4.260249137878418,1.1323618491490681,323820.969581604,[-2.4624135]
4.152072906494141,0.887725207540724,330563.51375579834,[-1.9847875]
4.157812118530273,0.7723180055618286,335772.49813079834,[-1.7869128]
4.109634876251221,1.0451965861850314,321219.87533569336,[-2.2978396]
4.13918399810791,1.0472297271092732,327300.47035217285,[-2.2839]
4.1543731689453125,1.0505658388137817,330067.9988861084,[-2.2966335]
4.350394010543823,1.1770378483666315,325082.5958251953,[-2.5591226]
4.287879943847656,0.6916730403900146,332449.80812072754,[-1.6508746]
4.050461053848267,0.8719682958390977,333206.5477371216,[-1.9682378]
4.0784831047058105,0.641445623503791,336209.6071243286,[-1.5321226]
4.158429861068726,0.8161579370498657,328626.9874572754,[-1.8650709]
4.188120126724243,0.6543455653720431,335449.84912872314,[-1.5348636]
4.13897180557251,0.6204532119962904,339795.1784133911,[-1.5136718]
4.0673606395721436,0.744443827205234,340652.0662307739,[-1.7367796]
4.278764963150024,0.821251630783081,337585.0658416748,[-1.8485323]
4.185261011123657,0.8168070581224229,335180.10807037354,[-1.8505691]
4.194845914840698,1.0477986865573459,322758.01944732666,[-2.3137066]
4.082122087478638,0.9281443887286716,322103.32012176514,[-2.090811]
3.9601449966430664,0.9776073694229126,323087.73612976074,[-2.1662729]
4.019872188568115,0.9471691581938002,330050.5418777466,[-2.114608]
4.172242879867554,0.841373536321852,321972.27478027344,[-1.8637835]
4.139796018600464,0.8150183094872369,320593.46771240234,[-1.8474547]
3.984982967376709,0.9228189653820462,325078.7630081177,[-2.0600655]
4.050294876098633,1.2252533435821533,322263.8130187988,[-2.6211114]
4.155310869216919,1.2231277094946966,326150.28285980225,[-2.6180685]
4.280890941619873,0.9982212781906128,323919.30389404297,[-2.167043]
4.274497985839844,0.8536389668782552,337940.975189209,[-1.9178461]
4.031505107879639,0.9442911148071289,332685.8386993408,[-2.1036708]
4.265963077545166,0.8579386075337728,336144.495010376,[-1.938758]
4.022827863693237,0.9259195195304023,330639.46533203125,[-2.0676486]
4.177769899368286,0.926276339424981,331419.4383621216,[-2.0733616]
4.134062051773071,0.718405114279853,329881.9799423218,[-1.6388513]
4.107353210449219,0.9387771288553873,331251.71661376953,[-2.0872843]
4.135220050811768,0.7522489627202352,333534.15298461914,[-1.7239356]
4.077351808547974,1.0198959112167358,328050.217628479,[-2.238598]
4.0222108364105225,0.7918862634234958,339704.8559188843,[-1.805735]
4.051775932312012,0.9835816224416097,335713.6926651001,[-2.1663349]
3.922227144241333,0.8924081590440538,339354.90894317627,[-1.9962349]
4.231680870056152,0.8482201894124349,340550.29487609863,[-1.9096102]
4.228909969329834,0.761096715927124,337865.6415939331,[-1.743841]
4.324631929397583,0.9105928076638116,328539.41917419434,[-2.0296786]
4.066026926040649,0.5093433592054579,338790.8697128296,[-1.2718158]
4.114735126495361,0.43334559599558514,336881.7710876465,[-1.1159462]
4.012894868850708,0.5090157058503892,336894.4025039673,[-1.2361318]
4.08342719078064,0.5771901475058662,337431.2505722046,[-1.3933482]
4.126044273376465,0.6761861244837443,335412.7960205078,[-1.5762056]
4.078884840011597,0.7280538744396634,329489.0832901001,[-1.6607676]
3.9641940593719482,0.6362907621595595,338442.7852630615,[-1.5106516]
4.250476121902466,0.7487346331278483,335180.4676055908,[-1.7262288]
4.146371126174927,1.0120151440302532,333119.1806793213,[-2.2234528]
4.164212226867676,1.0464117659462824,331581.9664001465,[-2.2815063]
4.249882936477661,0.8078230222066244,327954.3237686157,[-1.8214041]
4.18490195274353,0.8102691041098701,324783.8525772095,[-1.8099102]
4.2292680740356445,0.6805880467096964,329292.24967956543,[-1.5862441]
4.037232875823975,0.8184690740373399,325387.0439529419,[-1.8449079]
4.242640256881714,0.744993183347914,322898.62632751465,[-1.7042103]
4.029652118682861,0.6475600798924764,333042.6435470581,[-1.509456]
3.9904227256774902,0.902331272761027,328199.8767852783,[-1.9940964]
3.8774399757385254,0.5728972752888998,338528.34033966064,[-1.3682327]
3.970073938369751,0.6674941513273451,336221.2600708008,[-1.5692719]
3.9178659915924072,0.6054520474539863,337710.5321884155,[-1.4484569]
3.8883001804351807,0.7521890931659274,333117.4268722534,[-1.7095929]
4.225111961364746,0.5706678099102445,335195.4345703125,[-1.3747033]
4.178564786911011,0.824547012646993,325767.2996520996,[-1.8494028]
3.9918220043182373,0.9648775789472792,325812.3331069946,[-2.1069703]
4.0539562702178955,0.8233802451027764,329731.1182022095,[-1.8644413]
4.08080792427063,0.5610851579242282,334783.4806442261,[-1.3490686]
4.190667152404785,0.7446103758282132,327627.890586853,[-1.7135004]
4.3695619106292725,0.8832278649012247,325125.13637542725,[-1.9976221]
4.220027208328247,0.7195858690473769,325893.73302459717,[-1.6631455]
4.218760251998901,0.8823858631981744,320639.8763656616,[-1.9813308]
4.102001905441284,0.7117924690246582,327722.5503921509,[-1.648734]
4.014081954956055,0.6681512991587321,331893.96476745605,[-1.5667163]
4.0708231925964355,0.7442859676149156,327358.5214614868,[-1.7435718]
4.139983177185059,0.6257181432512071,328155.83515167236,[-1.5007468]
3.9322941303253174,0.7213844590716891,325278.67317199707,[-1.7224774]
4.12811017036438,0.7456488344404433,320237.9388809204,[-1.7394949]
4.143749237060547,0.7717799478107028,319982.0919036865,[-1.778638]
4.109561920166016,0.6926817496617635,318911.72313690186,[-1.631568]
4.063949108123779,0.6475758287641737,327295.3338623047,[-1.5354763]
4.195309162139893,0.6691066556506686,328517.8556442261,[-1.5931333]
4.221200942993164,0.7005785173839993,331596.1580276489,[-1.6295894]
4.149682998657227,0.7425062523947822,333076.79080963135,[-1.7216538]
4.225409030914307,0.785493705007765,334494.96936798096,[-1.7895899]
4.044901132583618,0.8652172353532579,329463.54389190674,[-1.937026]
3.9230549335479736,0.705915715959337,327808.3915710449,[-1.6334496]
3.963879108428955,0.6951004531648424,333497.50328063965,[-1.6159577]
4.0151166915893555,1.122067133585612,325811.07902526855,[-2.430366]
4.388499975204468,0.6709548632303873,332400.5432128906,[-1.5585365]
4.092708110809326,0.8030005163616605,336326.83849334717,[-1.834464]
4.283179998397827,0.6701996988720365,349705.5377960205,[-1.6000695]
4.21173095703125,0.5205868747499254,343692.71087646484,[-1.3681107]
4.279342889785767,0.6054984066221449,347277.720451355,[-1.517559]
4.270129919052124,0.8553085459603204,346447.4048614502,[-2.027166]
4.059355020523071,0.9333008262846205,341572.9351043701,[-2.1750343]
4.373748064041138,0.6062363386154175,344421.54598236084,[-1.5462259]
4.3595311641693115,0.5440071291393704,346868.9212799072,[-1.4226203]
4.300239324569702,0.7289423147837321,338869.0347671509,[-1.7361611]
4.149837017059326,0.7624156872431437,334109.56287384033,[-1.8063673]
3.9909369945526123,0.5869636005825467,333620.8448410034,[-1.5047513]
3.908700942993164,0.5693368646833632,336938.97438049316,[-1.4354316]
4.099674940109253,0.7982075479295518,331769.5665359497,[-1.8729143]
4.243536949157715,0.8550550275378757,335797.739982605,[-1.9648528]
3.9672069549560547,0.8526806433995565,340015.9616470337,[-1.9679922]
4.197808027267456,0.629381537437439,344072.39055633545,[-1.5731994]
3.9782330989837646,0.6227898597717285,340363.33751678467,[-1.5217981]
4.24495792388916,1.2153541644414265,330019.51026916504,[-2.625796]
4.0218119621276855,0.9440683921178182,340807.81269073486,[-2.1274326]
4.1381916999816895,0.8482630517747667,337562.1099472046,[-1.9470072]
4.218111038208008,0.8713974555333456,334546.5841293335,[-1.9870719]
4.056145191192627,0.8947145144144694,333780.03120422363,[-2.0148666]
4.234544992446899,0.7486302985085381,338671.10538482666,[-1.7463981]
4.213106870651245,0.7313026322258843,337389.59312438965,[-1.7113824]
4.002074718475342,0.8764188289642334,332148.8437652588,[-1.9670063]
4.257990121841431,0.9501710070504082,331099.78771209717,[-2.1056716]
4.035265922546387,0.8534097009234958,333046.74243927,[-1.9112287]
4.2223851680755615,0.6812050607469347,332868.95275115967,[-1.5617418]
4.336560964584351,0.8003835015826755,328730.4496765137,[-1.787361]
4.192561864852905,0.5311796135372586,338166.8920516968,[-1.2955517]
4.035033226013184,0.7436459594302707,339516.3917541504,[-1.7056984]
4.307345151901245,0.8260866006215414,334868.83640289307,[-1.85066]
3.9713661670684814,0.7339833842383491,336447.3342895508,[-1.6847548]
4.190063238143921,0.8539994690153334,334996.4294433594,[-1.8961037]
4.181740999221802,0.9420905775494046,331068.3078765869,[-2.0845318]
4.115544080734253,0.6488509443071153,339209.65480804443,[-1.5250435]
3.9957828521728516,0.9335206482145522,336024.8146057129,[-2.0535505]
3.8914356231689453,0.7259221871693929,347597.90229797363,[-1.6764878]
4.008072853088379,0.8249571720759074,344054.0723800659,[-1.8599052]
4.026866912841797,0.7557995186911689,346774.3253707886,[-1.7265755]
4.1716649532318115,0.8188676834106445,343350.53634643555,[-1.8360577]
4.026641845703125,0.8870774242613051,341091.5002822876,[-1.9741478]
4.001699924468994,0.6545262866550021,352864.45236206055,[-1.5378685]
3.8895270824432373,0.6198317872153388,351117.5184249878,[-1.4967455]
3.9570810794830322,0.5732737514707777,354900.6567001343,[-1.402309]
3.8725838661193848,0.5995264715618558,353847.9356765747,[-1.4359146]
3.897233724594116,0.658202158080207,347597.9309082031,[-1.5732201]
3.8718819618225098,0.746180362171597,345553.22074890137,[-1.7540022]
4.175773859024048,0.6803934441672431,346056.8332672119,[-1.5931015]
4.11677098274231,0.8643118275536431,347695.73307037354,[-1.9548498]
4.122544765472412,0.6468119488822089,355930.96351623535,[-1.526875]
4.065150022506714,0.7166395054923164,350515.0146484375,[-1.6714]
4.30130410194397,0.9108773867289225,338839.05506134033,[-2.0316846]
4.125355958938599,1.0288343694474962,338626.64890289307,[-2.2454207]
4.268434047698975,0.8571250438690186,343270.00617980957,[-1.945012]
4.120680809020996,0.6915212737189399,348388.0558013916,[-1.6109875]
4.17678689956665,0.7074602180057101,341194.2195892334,[-1.6356202]
4.109537839889526,0.7817153003480699,345464.7331237793,[-1.7855376]
4.00839900970459,0.9190297391679552,340942.08240509033,[-2.0613759]
4.164999008178711,0.8092000881830851,344946.2366104126,[-1.8506624]
4.114943981170654,1.0078407393561468,345663.1488800049,[-2.2055566]
3.9369380474090576,1.3126515414979723,336826.84803009033,[-2.8170311]
3.8755581378936768,0.8281519015630087,347307.9414367676,[-1.8936986]
3.882473945617676,0.725007070435418,350531.0106277466,[-1.6901869]
3.8818700313568115,0.9559912416670058,347761.5079879761,[-2.1291249]
4.068594932556152,0.5311414135826958,359148.44512939453,[-1.3093648]
3.973001003265381,0.5199870268503824,360354.44927215576,[-1.3312284]
3.9416961669921875,0.6915116177664863,357437.7775192261,[-1.6581448]
4.045516014099121,0.5164787107043796,368204.9160003662,[-1.3314849]
3.928407907485962,0.597473939259847,364980.2761077881,[-1.4979233]
3.887237071990967,0.7163828081554837,370311.6121292114,[-1.7114695]
3.8900251388549805,0.7477167977227105,365841.2981033325,[-1.7656325]
3.8709239959716797,0.9176338911056519,374665.4624938965,[-2.0812407]
3.9314680099487305,0.6698147985670302,367204.62703704834,[-1.6151628]
3.948168992996216,0.8825881216261122,361344.28119659424,[-1.9974324]
3.881239891052246,0.8443624046113756,365773.1714248657,[-1.9467522]
3.8980071544647217,0.9625661902957492,363848.6042022705,[-2.168741]
3.887193202972412,0.7819125519858466,361313.6930465698,[-1.819867]
3.855916976928711,0.8294303152296278,358152.4410247803,[-1.9061122]
3.889055013656616,0.9308977259529961,358331.8500518799,[-2.1131861]
3.8723819255828857,0.732779754532708,362511.962890625,[-1.7334228]
3.8990280628204346,0.9699661334355673,355519.98805999756,[-2.1629007]
3.8819849491119385,0.7644813060760498,363139.1830444336,[-1.7851788]
3.923865795135498,0.6705040004518297,364048.1405258179,[-1.5922805]
3.871958017349243,0.7934145530064901,359864.37225341797,[-1.8331695]
3.893454074859619,0.6895449293984307,356885.4856491089,[-1.6355199]
3.863614797592163,0.7412308851877848,357122.6806640625,[-1.7321209]
3.9035542011260986,0.7129821909798516,355985.6300354004,[-1.6716069]
3.8435819149017334,0.8685141007105509,355211.2293243408,[-1.9701146]
3.8708691596984863,0.7074499130249023,360780.57765960693,[-1.6758251]
3.8826959133148193,0.5644442107942369,359725.2531051636,[-1.3877939]
3.988870859146118,0.5152494377560086,351455.30796051025,[-1.2954386]
3.889612913131714,0.4536589781443278,357079.2474746704,[-1.1436543]
3.8598458766937256,0.5959871477550931,351803.80153656006,[-1.4160355]
3.9401142597198486,0.5825991895463731,356304.14962768555,[-1.4200649]
3.8831441402435303,0.4953642288843791,365725.95596313477,[-1.2602084]
3.909419059753418,0.4506502283944024,362706.9911956787,[-1.1581386]
3.8911709785461426,0.5212716923819648,365850.34561157227,[-1.3054835]
3.9566428661346436,0.5055977768368192,368240.9076690674,[-1.2860675]
3.9268059730529785,0.5493756400214301,362303.55739593506,[-1.3572059]
3.889559745788574,0.8200299474928114,351222.90420532227,[-1.8591796]
3.8873050212860107,0.6844634877310859,353639.9040222168,[-1.61086]
3.9002671241760254,1.0167761511272855,349403.0351638794,[-2.2436874]
3.9258508682250977,0.919866508907742,350362.27798461914,[-2.0606334]
4.177304744720459,0.755551987224155,351661.75746917725,[-1.7439336]
4.101147890090942,0.7983478042814467,352253.19480895996,[-1.8312049]
4.154755115509033,0.750774449772305,358040.4300689697,[-1.7417201]
4.331768035888672,0.5152741803063287,361955.9049606323,[-1.2812604]
4.194762945175171,0.6581156386269463,360637.07637786865,[-1.5963492]
3.988757848739624,0.5472027858098348,370629.9629211426,[-1.3829007]
4.076013803482056,0.6415532430013021,363842.059135437,[-1.5310196]
4.06891393661499,0.6092233260472616,365263.97037506104,[-1.494955]
4.049915075302124,0.7056328588061862,363561.8543624878,[-1.6520414]
4.027054071426392,0.7510119809044732,360827.6433944702,[-1.7552737]
4.003386735916138,0.9938317007488675,349350.7766723633,[-2.200878]
3.9970908164978027,1.023129728105333,350643.05210113525,[-2.262904]
4.022425651550293,0.543928689426846,356455.0333023071,[-1.3501734]
4.008041858673096,0.7114988962809244,350174.2067337036,[-1.6478548]
4.006793975830078,0.42883919345008004,351156.12030029297,[-1.101174]
4.04911994934082,0.4273633029725816,347947.5440979004,[-1.0745779]
4.000524997711182,0.6442767514122857,344233.304977417,[-1.5128707]
4.006101846694946,0.5394467247856988,348487.30659484863,[-1.3171403]
4.108810901641846,0.7648336092631022,340924.59869384766,[-1.7646784]
4.0234479904174805,0.5927996238072714,343383.2778930664,[-1.3990034]
3.9902901649475098,0.7401408089531792,343661.70024871826,[-1.7056192]
3.981590986251831,0.9139909346898397,336597.36919403076,[-2.0309818]
4.04023814201355,0.9791877667109171,332256.3142776489,[-2.1543708]
4.101105213165283,0.7655259503258599,337344.07806396484,[-1.7542256]
4.774463891983032,0.879403101073371,335999.1855621338,[-1.9573544]
4.464365005493164,0.7993067900339762,337164.3285751343,[-1.8153582]
4.5249412059783936,0.6603467596901788,341242.35820770264,[-1.5642248]
4.534285068511963,0.6984404590394762,345867.0959472656,[-1.6279631]
4.398417949676514,0.5101054509480795,360997.67303466797,[-1.2669548]
4.310298204421997,0.43327926264868843,343594.98500823975,[-1.1127366]
4.294076204299927,0.46370657285054523,347334.2123031616,[-1.1838313]
4.095603942871094,0.5677879386478,343822.40104675293,[-1.3525819]
4.080496072769165,0.47705531120300293,343890.3465270996,[-1.1906128]
4.11660099029541,0.5916711356904771,339770.4381942749,[-1.3969846]
4.068268060684204,0.4609927203920152,339266.75033569336,[-1.1416551]
4.014081001281738,0.6449966563118829,343853.6672592163,[-1.5237913]
4.126244068145752,0.7639443079630533,332962.02754974365,[-1.7302064]
4.1544129848480225,0.6985226472218832,329652.3313522339,[-1.6073905]
4.283981084823608,0.6089404026667277,336761.3220214844,[-1.4360768]
4.213844060897827,0.602366222275628,341451.6181945801,[-1.4481225]
4.091130018234253,0.6269319852193197,339027.6823043823,[-1.4801258]
4.1107048988342285,0.634589778052436,340036.74125671387,[-1.49461]
5.093762159347534,0.5367449522018433,341857.2883605957,[-1.3260964]
4.1802897453308105,0.7631081342697144,338201.2996673584,[-1.7478658]
4.407931089401245,0.7157114611731635,343364.9711608887,[-1.6756359]
4.3250041007995605,0.754362490442064,339408.31565856934,[-1.741736]
4.162341117858887,0.8568028344048394,342019.18029785156,[-1.9234366]
4.056923151016235,0.6892564429177178,347955.70850372314,[-1.6043812]
4.47287392616272,0.6057487063937717,342820.76263427734,[-1.4566507]
4.207827806472778,0.7282017601860894,337587.30697631836,[-1.6813124]
4.300297021865845,0.7925173309114244,337615.69118499756,[-1.7971085]
4.407835245132446,0.7758646276262071,338187.83378601074,[-1.7768058]
4.487665891647339,1.0313413672977023,332834.78927612305,[-2.273747]
4.546584844589233,0.9547213713328043,336591.5689468384,[-2.125004]
4.363939046859741,0.8704916106330024,342564.0621185303,[-1.9624177]
4.345437049865723,0.9219046566221449,340275.22563934326,[-2.0480301]
4.170549154281616,0.9336898989147611,338680.86528778076,[-2.084996]
4.310687065124512,0.8886452118555704,337518.5556411743,[-1.9900589]
4.267936944961548,0.9856230285432603,337863.6779785156,[-2.1712542]
4.370297908782959,0.8700740602281358,345698.7466812134,[-1.9510537]
4.3857128620147705,0.6277023024029202,343096.9820022583,[-1.4920069]
4.496258974075317,0.9995388189951578,339590.0573730469,[-2.201975]
4.232684135437012,0.7630137999852499,342483.73222351074,[-1.7427258]
4.030484914779663,0.6172332101398044,338584.56325531006,[-1.4842926]
4.097097873687744,0.6683796511756049,335855.52883148193,[-1.5655528]
4.057496070861816,0.5793367226918539,337363.7638092041,[-1.4104644]
4.314828872680664,0.6623819006813897,338237.81299591064,[-1.5465649]
4.1717140674591064,0.5996389124128554,339567.49534606934,[-1.4272928]
4.2207300662994385,0.7126627763112386,341985.76736450195,[-1.6552134]
4.356105089187622,0.591211756070455,338074.09858703613,[-1.4243032]
4.09312105178833,0.7373359335793389,334316.0448074341,[-1.7171293]
4.295208215713501,0.4681404166751438,344429.0475845337,[-1.2156448]
4.1030120849609375,0.7737213240729438,338128.66020202637,[-1.7930106]
4.408097982406616,0.6462057696448432,342121.23107910156,[-1.5168558]
4.250112056732178,0.42346248361799455,350585.524559021,[-1.1270214]
4.482154846191406,0.4792064428329468,352247.42221832275,[-1.2344838]
4.346791982650757,0.649672442012363,352388.12160491943,[-1.5437533]
4.121407985687256,0.5935695038901435,347257.4806213379,[-1.4059329]
4.078587770462036,0.7527517610126071,350601.1095046997,[-1.7197481]
4.189395904541016,0.5786850452423096,354458.7116241455,[-1.3965049]
4.3102500438690186,0.8159678644604154,346367.9494857788,[-1.8453708]
4.084803104400635,0.9719839360978868,342453.21559906006,[-2.1404488]
4.063921928405762,0.8967550330691867,347149.10888671875,[-2.0004466]
4.1304168701171875,0.9149942133161757,344436.9659423828,[-2.0379252]
4.194223880767822,0.8331341478559706,343053.09295654297,[-1.8705739]
4.150317668914795,0.7969409889645047,344821.93183898926,[-1.7835232]
4.366931915283203,1.0843243334028456,343058.2447052002,[-2.366781]
4.132519006729126,0.8502408795886569,344688.2162094116,[-1.9157816]
4.188944101333618,0.8659875525368584,336507.8191757202,[-1.9177895]
4.179919004440308,1.0123264392217,330439.29386138916,[-2.2076838]
4.3141961097717285,0.942992197142707,327388.50116729736,[-2.084723]
4.147637844085693,0.9081829388936361,336991.5781021118,[-2.00271]
4.220197916030884,0.9250481261147393,329863.3289337158,[-2.0313995]
4.323245048522949,0.8568609688017104,329816.2097930908,[-1.9257545]
4.267431735992432,0.645423690478007,334264.9688720703,[-1.4983445]
3.9840848445892334,0.5969785319434272,336072.99518585205,[-1.4245611]
3.9894258975982666,0.37965822219848633,342343.31226348877,[-0.9884827]
4.28423285484314,0.41552098592122394,334986.4110946655,[-1.0679456]
4.115242004394531,0.5530734989378188,329650.92849731445,[-1.3283306]
4.156800985336304,0.6215342548158433,332856.68563842773,[-1.4570085]
4.395048141479492,0.4293607473373413,338020.5993652344,[-1.0931575]
4.3512468338012695,0.4885977374182807,335191.5330886841,[-1.2025949]
4.20967698097229,0.5508590936660767,337934.56077575684,[-1.3286015]
4.380008935928345,0.5627031591203477,336396.6188430786,[-1.3568257]
4.768259048461914,0.5905856423907809,338229.57038879395,[-1.4014039]
4.052747011184692,0.5635289880964491,337613.7933731079,[-1.3338915]
4.145925045013428,0.5163944959640503,343197.84927368164,[-1.2722417]
4.310084104537964,0.6610364251666598,337092.9355621338,[-1.5378159]
4.567044019699097,0.5977193382051256,341565.2685165405,[-1.4242077]
4.316118955612183,0.45678328143225777,342942.98458099365,[-1.1559875]
4.314970254898071,0.5171129571066962,343629.82177734375,[-1.260029]
4.122704744338989,0.6195339229371812,340367.3496246338,[-1.4837546]
4.009881973266602,0.6307946708467271,335256.4277648926,[-1.5017005]
4.053459882736206,0.5449094904793633,332235.4984283447,[-1.3349856]
4.045091867446899,0.7984836101531982,329701.340675354,[-1.8001808]
4.195686101913452,0.7827829784817166,330543.0040359497,[-1.7786427]
4.3005900382995605,0.9220727682113647,330560.3723526001,[-2.0346098]
4.1800220012664795,0.6954017480214437,325768.89514923096,[-1.5946418]
4.3191938400268555,0.7095989916059706,331786.97872161865,[-1.6327988]
4.028204679489136,0.624388575553894,328031.9128036499,[-1.4704677]
4.035736083984375,0.8097337351904975,325415.69805145264,[-1.8283426]
4.047964811325073,0.8752352794011434,323813.52710723877,[-1.9427918]
4.126410007476807,0.6889833211898804,324294.8341369629,[-1.6051363]
4.5487282276153564,0.4587346315383911,335002.25353240967,[-1.1795594]
4.271885871887207,0.5482988489998711,336011.830329895,[-1.3326322]
4.398284196853638,0.46231212880876327,337143.6061859131,[-1.157518]
4.533815860748291,0.6186489396625094,332349.34425354004,[-1.4762168]
4.600460052490234,0.4801935487323337,328965.7144546509,[-1.1992826]
4.091217041015625,0.5983890030119154,333222.1508026123,[-1.4145569]
4.08678412437439,0.4597429169548882,333023.4022140503,[-1.1648816]
4.048126935958862,0.7246608336766561,331087.9669189453,[-1.6742697]
4.030225038528442,0.5674024025599161,336224.65896606445,[-1.3901321]
4.005511999130249,0.7708835999170939,331191.5006637573,[-1.78819]
4.009742736816406,0.6861001120673286,336559.42153930664,[-1.6102138]
4.037567138671875,0.6014733711878458,338303.0366897583,[-1.4572693]
4.031023025512695,0.528530134095086,336201.8003463745,[-1.3030051]
4.008358955383301,0.5082805686526828,339575.94108581543,[-1.2903447]
4.018472909927368,0.7450152635574341,329663.1088256836,[-1.7446656]
3.9982011318206787,0.6470538642671373,329397.1300125122,[-1.5580344]
4.002202987670898,0.6464779774347941,330888.427734375,[-1.5585736]
3.9946508407592773,0.8558074765735202,327992.3048019409,[-1.9395186]
4.024779796600342,1.1645254558987088,318938.9228820801,[-2.5082664]
3.991825819015503,1.7434420850541856,305038.1603240967,[-3.6366236]
4.037883758544922,0.9394557078679403,322264.66274261475,[-2.0986147]
4.012689113616943,1.011309478018019,325903.4643173218,[-2.2188327]
4.0176379680633545,0.5497788058386909,338192.36183166504,[-1.3761975]
4.005697965621948,0.6507623593012491,329680.006980896,[-1.5524635]
4.154396295547485,0.7712705135345459,322891.7531967163,[-1.7516278]
4.070672988891602,0.8818799787097507,327658.127784729,[-1.9869971]
4.0136799812316895,0.7568946414523654,323300.78315734863,[-1.747016]
4.128805875778198,0.5318203767140707,326431.89239501953,[-1.314177]
3.984588861465454,0.5554336441887749,325727.79273986816,[-1.3584155]
4.011323928833008,0.6098998785018921,329931.58626556396,[-1.4858068]
4.013514041900635,0.9227666589948866,318289.7148132324,[-2.0853522]
4.0028159618377686,0.5433895587921143,327897.0174789429,[-1.331494]
3.9869349002838135,0.6278312471177843,318422.29652404785,[-1.4790155]
4.004644155502319,0.8299283319049411,316839.6692276001,[-1.8806285]
3.9873509407043457,0.8597110774781969,317024.53804016113,[-1.9275485]
4.011635065078735,0.6662944820192125,319774.23667907715,[-1.5646458]
4.001697778701782,0.6834295193354288,318478.4049987793,[-1.624033]
4.017816781997681,0.5617010725869073,320889.2011642456,[-1.3837639]
3.9928698539733887,0.7144755787319608,318939.1460418701,[-1.6464123]
4.001171112060547,0.7260501914554172,322127.8419494629,[-1.68089]
4.066261053085327,0.5299533075756497,324922.5149154663,[-1.2891743]
3.994205951690674,0.5552227894465128,326788.4922027588,[-1.3726239]
4.030111074447632,0.6041847070058187,330371.7346191406,[-1.4387822]
4.02100396156311,0.7383119662602743,327396.80004119873,[-1.6877745]
4.040472030639648,0.9957002268897163,330928.35807800293,[-2.1872618]
4.007012844085693,1.1063277456495497,323881.3285827637,[-2.391673]
4.020126819610596,1.2718669705920749,324004.25243377686,[-2.734147]
4.014641284942627,0.7732484738032023,326447.9455947876,[-1.7955335]
4.07314920425415,0.575903919008043,332814.3587112427,[-1.4063088]
4.166792869567871,0.6531636582480537,333929.06188964844,[-1.5320884]
4.114206314086914,0.7540427843729655,339033.55503082275,[-1.721057]
4.021576881408691,0.8003462420569526,332732.29026794434,[-1.8181137]
4.056412220001221,0.5531899664137099,338018.5499191284,[-1.3920375]
4.034106969833374,0.5426802237828573,343857.51247406006,[-1.3505292]
3.9875588417053223,0.6526927285724216,333210.63899993896,[-1.5374452]
4.012837886810303,0.7515599595175849,331905.73024749756,[-1.7142624]
3.9678008556365967,0.6292372941970825,331412.109375,[-1.4783288]
4.031542062759399,0.6838472949133979,335072.8921890259,[-1.60638]
4.003767967224121,0.43726665443844265,339849.79248046875,[-1.1235359]
4.188665866851807,0.4288858837551541,339512.734413147,[-1.1090262]
4.192798137664795,0.41619418727027047,347507.963180542,[-1.1079733]
4.013434886932373,0.742002182536655,344281.6505432129,[-1.7349821]
4.078472375869751,0.5447801219092475,338240.6425476074,[-1.3250729]
4.014202833175659,0.5470027261310153,349417.75131225586,[-1.3414865]
4.160079002380371,0.6879491673575507,346508.43715667725,[-1.6206661]
4.163289785385132,0.6649670865800645,345746.89197540283,[-1.5647405]
4.000624895095825,0.8230172395706177,340480.22842407227,[-1.8719498]
4.009412050247192,1.1026612785127428,339076.0307312012,[-2.3931625]
4.00457501411438,1.191048264503479,344407.5565338135,[-2.5987487]
